3.799689427529835406e-01,3.894440050201652265e-02
8.178420312749357102e-01,4.419774474499615358e-01
2.611226184397166250e+00,6.218712901278698746e-02
2.270291848083263897e+00,-2.631130300804571803e-02
-1.565193708391896532e-01,-3.152149652517489686e-01
1.409097529765758194e+00,2.757768792168491245e-01
-1.462813592116168682e+00,8.461133316924723813e-02
1.137413927256889057e+00,1.830669655897087245e-01
2.006769006590964022e+00,2.215806129150120207e-01
1.207194251302656340e+00,8.164080034650959827e-02
-4.119709826726086765e-01,6.136719440616255072e-01
2.161810602881028276e-01,-1.261238489693919940e-01
-6.554399239143825495e-01,-1.396543076960350960e-01
-6.303474559547305178e-01,1.429501704213204938e-01
-7.158208785446922295e-01,6.948780441778179551e-02
-7.576360322518730372e-01,-6.972932087338770679e-02
-7.561362091543762931e-01,-2.290022984703211223e-02
-9.487677866896713219e-01,-2.118757252176269382e-02
-3.105377719948053672e-01,8.700264778172796254e-02
-7.680562187439251565e-01,1.959674428909125854e-01
-6.264616222602493734e-01,1.753874081614978375e-01
-8.850713519489370462e-01,1.548904464006068127e-01
-5.843672131757303712e-01,6.830890973995189241e-02
-3.908635476626887706e-01,1.713011750566882652e-02
-7.116474400885648421e-01,6.507450927413121252e-04
6.178718147839767916e+00,1.853274267415750132e-01
4.850970093304544761e+00,1.494164214092295884e-01
4.850970093304544761e+00,1.494164214092295884e-01
-4.395670882483879160e-01,-9.884922071886967920e-01
-2.336639845846673058e-01,-1.074776187507834546e+00
-1.176579690957887392e+00,1.354676660192261906e-01
9.955023711449859647e-01,2.038072484726684286e-01
1.269329254527494344e+00,2.641659595382081505e-01
1.013351871285579797e+00,2.672939128591780844e-01
8.575315943772267024e-01,-1.379802873060773094e-01
-1.115127870113659547e+00,1.167598527358859745e-01
-7.584221561795415623e-01,-9.269403298999268070e-02
-3.013564728096813222e-02,1.212691644696354404e-01
6.172741913592652008e-01,-3.408289827175645798e-02
9.371216435596074756e-01,1.512522927420557328e-01
1.214892610390653438e+00,4.399921725300365988e-02
8.770681264896865725e-01,-1.802182003102152374e-01
-1.036186589066390829e+00,-1.688844114086012968e-02
1.597196294376816983e+00,-2.199559359362941377e-02
-1.077935786025348702e-01,2.956491669239426079e-01
4.093898439061813832e-01,2.639131966644759353e-01
5.419301341365263536e-01,2.725086368800988534e-01
-3.856339447384438124e-02,2.887217341285385208e-01
5.068334632288457042e-01,4.648837971412645986e-01
-8.012575042503280454e-01,-2.411859558402343687e-02
-6.814189024271208872e-01,-1.583721328910133938e-02
-4.822036559328476413e-01,5.342998196886983124e-03
-6.983413369832218720e-01,2.061413368403657628e-03
-1.700678263726745243e+00,7.753849784245384069e-02
-9.378977078110360965e-01,-1.280408763131202776e-01
1.375249240744274237e+00,2.440013603510532980e-01
-4.052213596291187603e-01,1.531303737401984444e-01
-4.513149983427226508e-01,7.783788671866147257e-02
-1.384551944910838550e+00,-8.683352713434513981e-02
-1.433307252666728759e+00,2.636473514250265437e-01
-1.281892025755109632e+00,2.201767750277975610e-01
-1.092468104025705822e+00,2.708574086047977891e-01
-1.088012305631688603e+00,1.009521801539159935e-01
-5.564702232491186562e-01,-4.275652817354443254e-03
3.999452341295665625e-01,3.217897994285357638e-02
8.413856408418148858e-01,-2.761702050461950844e-02
9.634284891713061905e-01,-4.809797424672805632e-02
4.947936468390107256e-01,-1.402709531996860701e-02
-9.112529517711046578e-01,1.479700965987845174e-01
-3.310220928318619582e-01,1.892554722595163330e-01
8.421229804376850758e-02,1.715729951206442505e-01
-5.892899971103208179e-01,1.230639467412924792e-01
-8.487782465722826242e-01,3.390534620688688272e-01
2.694492555013238810e+00,-9.275341687084269482e-02
-1.562520709805067076e+00,2.593205626332081293e-01
-1.746777480225674584e+00,1.421766745039579616e-01
2.296574318964314632e+00,1.795860506478633711e-01
1.534132999320650670e-01,9.457258132302876624e-03
2.876142114218466217e-01,-8.736721738310199246e-04
7.090921936229599432e-01,8.485305591916335452e-04
8.111456356376586796e-02,-4.988737960348044176e-02
-1.122233912606212858e+00,3.577139949030646027e-01
-3.798537274543109521e-01,1.904905165600039307e-01
-1.113146562413039747e-01,1.326851258101751641e-01
-6.131924854825934190e-01,2.731505368219735441e-01
6.035280090301731182e-01,6.896049899303953457e-02
8.122324169791764747e-01,1.991423207198195766e-01
-1.370558444216623872e+00,2.258183431376689643e-01
-1.198330293835586868e+00,2.305664974248407273e-01
-9.305656663670338613e-01,2.155145030704655462e-01
-1.294016294359854991e+00,2.254415117154965620e-01
-1.276540003163907144e+00,4.471700376698256041e-01
-1.054639258721305595e+00,4.288357857333947587e-01
-1.334114035865233916e+00,3.072063201050092562e-01
-1.054577622144360127e+00,4.287480791395988367e-01
-1.330884378039226101e+00,-1.537357105954269276e-01
-1.432997961021081901e+00,2.411561744207354197e-01
-1.129757106197850636e+00,-9.494820184186979206e-03
-9.348650516497815088e-01,-5.580173396612943953e-02
-1.252088116085113390e+00,-1.788822963996145737e-02
-9.779484397044098110e-01,4.898246926219194664e-01
3.757272996047287261e-01,-8.760541007813770209e-01
-6.768208171580977206e-01,-8.088196643281817533e-01
8.506468035525490690e-01,-2.723681476667895174e-01
-5.434110213136216817e-03,-7.593918702216040373e-01
1.092197638996680986e+00,-5.943858255070608720e-01
2.130019321845272540e+00,-2.172486947042494010e-01
6.414470048833280647e-01,-5.292388867641540928e-01
-8.100268250986670804e-01,-9.017738598585518517e-01
7.570837059586058571e-01,-4.329316473041862068e-01
5.702814435905000368e-01,-1.817681706270076192e-01
-1.004665010808541981e+00,-3.724574115867911317e-01
-1.414654381632332314e-01,-9.352110280486819471e-01
-7.395758326089660883e-01,-1.649935619128408693e+00
-1.189039032879222746e-01,-1.232423292302207596e+00
